document_id,file_name,source_folder,file_type,tema_estrategico,linea_pmge,senal_regulatoria,tecnologias,bandas_frecuencia,paises_regiones,organizaciones,actores,tipo_evento_regulatorio,tipo_insumo_agenda,evidencia_breve,relevancia_score,relevancia_label,actividad_internacional_score,prioridad_score,justificacion_analitica
85399f9bc772d52778a0,B5TELN20260001_LATAM_Telecoms_Update.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Subasta de espectro radioeléctrico en Brasil para servicios móviles y fijos,"[""Servicios móviles"", ""Servicios fijos"", ""Conectividad""]","[""700 MHz"", ""3.5 GHz""]","[""Brasil"", ""LATAM""]","[""Anatel"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Operadores de servicios fijos"", ""Industria de telecomunicaciones""]","[""Subasta""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Servicios móviles, Servicios fijos, Conectividad; bandas: 700 MHz, 3.5 GHz.",10,Alta,3,13,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla un proceso de subasta de espectro en Brasil, un país de la región, para bandas clave como 700 MHz y 3.5 GHz. Proporciona información sobre modelos de asignación (regional), obligaciones de cobertura (carreteras, despliegue a cinco años) y precios de reserva, lo cual es útil para analizar tendencias regulatorias, estrategias de gestión del espectro y políticas de conectividad en América Latina. Permite a la ANE comparar enfoques y considerar posibles implementaciones o adaptaciones en Colombia."
e9198bbc9499460b070a,CTSPEU20250041_Spectrum_policy_documents_and_national_5G_targets.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Políticas de espectro y objetivos nacionales de 5G en Europa,"[""5G"", ""6G"", ""FTTH"", ""Gigabit network"", ""Mobile broadband"", ""3G"", ""4G"", ""DTT"", ""Next-generation wireless high-speed networks""]","[""700 MHz"", ""3.4–3.8 GHz"", ""26 GHz"", ""470–694 MHz"", ""2.1 GHz"", ""Low bands"", ""Mid bands"", ""High bands""]","[""European Commission"", ""EU member states"", ""Austria"", ""Belgium"", ""Czech Republic"", ""Denmark"", ""Finland"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Ireland"", ""Italy"", ""Netherlands"", ""Poland"", ""Latvia"", ""Romania"", ""Nordic-Baltic region""]","[""European Commission"", ""Cullen International"", ""BIPT"", ""CTU"", ""Ministry for Energy, Utilities and Climate (Denmark)"", ""ARCEP"", ""BNetzA"", ""EETT"", ""NMHH"", ""ComReg"", ""UKE"", ""European Parliament"", ""Council"", ""DESI"", ""ANFR"", ""Traficom""]","[""Reguladores nacionales"", ""Gobiernos"", ""Operadores móviles"", ""Organismos internacionales"", ""Consultoras/Analistas""]","[""Asignación de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, 6G, FTTH, Gigabit network; bandas: 700 MHz, 3.4–3.8 GHz, 26 GHz, 470–694 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que proporciona un panorama detallado de las políticas de espectro, estrategias de despliegue 5G, objetivos de cobertura y marcos regulatorios en Europa. Incluye menciones a bandas de frecuencia clave, la evolución hacia 6G y la importancia de la neutralidad tecnológica, ofreciendo valiosos puntos de referencia y tendencias internacionales para la formulación de futuras regulaciones en Colombia."
d28c0242305c5078cf57,CTSPEU20250048_Spectrum_sharing.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Compartición de espectro radioeléctrico y sus modelos regulatorios,"[""5G"", ""LTE"", ""2G/3G/4G"", ""Redes de acceso radio (RAN sharing)"", ""Redes de núcleo multi-operador (MOCN)"", ""Radio cognitiva"", ""Banda ancha inalámbrica""]","[""700 MHz"", ""800 MHz"", ""900 MHz"", ""1427–1518 MHz"", ""1800 MHz"", ""2.1 GHz"", ""2.3–2.4 GHz"", ""2.6 GHz"", ""3.5 GHz"", ""3.8–4.2 GHz"", ""5 GHz"", ""5.8 GHz"", ""24.25–26.5 GHz"", ""26 GHz"", ""57–66 GHz"", ""UHF""]","[""Unión Europea"", ""Austria"", ""Bélgica"", ""República Checa"", ""Dinamarca"", ""Finlandia"", ""Francia"", ""Hungría"", ""Italia"", ""Eslovaquia"", ""España"", ""Suecia"", ""Reino Unido""]","[""Radio Spectrum Policy Group (RSPG)"", ""Comisión Europea"", ""Cullen International"", ""TKK (Austria)"", ""Hutchison"", ""T-Mobile"", ""Citimesh Air"", ""Digi Communications Belgium"", ""Citimesh Mobile"", ""Network Research Belgium"", ""e-BO Enterprises"", ""Proximus"", ""BIPT (Bélgica)"", ""CTU (República Checa)"", ""TT-Network"", ""Telenor"", ""Telia"", ""DNA"", ""Elisa"", ""Ukkoverkot (Boldyn Networks)"", ""ARCEP (Francia)"", ""Nomotech"", ""Microsoft"", ""ANFR (Francia)"", ""Wind-Tre"", ""Iliad"", ""Fastweb"", ""Red Technologies""]","[""Reguladores"", ""Operadores de redes móviles (MNOs)"", ""Usuarios incumbentes"", ""Autoridades de competencia"", ""Fabricantes"", ""Industria satelital (no explícito, pero relevante para espectro)"", ""Empresas conjuntas"", ""Militares"", ""Radiodifusores""]","[""Compartición de espectro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, LTE, 2G/3G/4G, Redes de acceso radio (RAN sharing); bandas: 700 MHz, 800 MHz, 900 MHz, 1427–1518 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que proporciona un análisis exhaustivo de los modelos de compartición de espectro y sus implicaciones regulatorias. Ofrece ejemplos prácticos y enfoques adoptados en Europa, lo cual es crucial para la formulación de políticas que promuevan el uso eficiente del espectro, la introducción de nuevas tecnologías como 5G y la mejora de la conectividad en Colombia, considerando las tendencias internacionales y las mejores prácticas regulatorias."
89eafcf41cf4c13fa3d6,CTSPEU20260001_Regulation_of_the_upper_6_GHz_band.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Regulación y asignación de la banda superior de 6 GHz en Europa,"[""Wi-Fi"", ""5G"", ""6G"", ""Tecnologías móviles"", ""Enlaces fijos"", ""Servicio fijo por satélite"", ""Cámaras inalámbricas"", ""Sistemas de transporte inteligentes"", ""Dispositivos de corto alcance (SRD)"", ""Sistemas de coordinación de frecuencia automatizada (AFC)""]","[""6 GHz"", ""5945–6425 MHz"", ""6585–7125 MHz"", ""6425–6585 MHz"", ""2.3 GHz"", ""2.6 GHz"", ""700 MHz"", ""800 MHz"", ""900 MHz"", ""1500 MHz"", ""1800 MHz"", ""2.1 GHz"", ""3.5 GHz""]","[""Europa"", ""Francia"", ""Alemania"", ""Reino Unido"", ""Austria"", ""Bélgica"", ""República Checa"", ""Dinamarca"", ""Finlandia"", ""Grecia"", ""Hungría"", ""Irlanda"", ""Italia"", ""Países Bajos"", ""Polonia"", ""Portugal"", ""Rumanía"", ""Eslovaquia"", ""Eslovenia"", ""España"", ""Suecia"", ""Suiza""]","[""Cullen International"", ""Radio Spectrum Policy Group (RSPG)"", ""European Conference of Postal and Telecommunications Administrations (CEPT)"", ""Conferencia Mundial de Radiocomunicaciones 2027 (WRC-27)"", ""Ofcom"", ""TKK"", ""CTU"", ""Traficom"", ""ARCEP"", ""BNetzA"", ""NMHH"", ""ComReg"", ""PTS"", ""BAKOM""]","[""Reguladores nacionales"", ""Reguladores europeos"", ""Operadores móviles"", ""Industria Wi-Fi"", ""Industria satelital"", ""Fabricantes"", ""Operadores de redes de comunicaciones públicas"", ""Industria de enlaces fijos"", ""Stakeholders""]","[""Asignación de espectro"", ""Compartición de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Wi-Fi, 5G, 6G, Tecnologías móviles; bandas: 6 GHz, 5945–6425 MHz, 6585–7125 MHz, 6425–6585 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque aborda directamente la gestión y asignación de una banda de espectro crítica (6 GHz) para el desarrollo de futuras tecnologías inalámbricas como 5G y 6G, así como Wi-Fi. Proporciona una visión de las tendencias regulatorias internacionales y europeas, los desafíos de la compartición de espectro, la migración de servicios y las estrategias nacionales, información esencial para la planificación estratégica de ANE."
79a28fb96a3cbfb9de8f,CTSPEU20260002_Licensing_in_the_traditional_mobile_bands.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Licenciamiento de bandas móviles tradicionales en Europa,"[""GSM"", ""UMTS"", ""LTE"", ""WiMAX"", ""5G"", ""DECT""]","[""800 MHz"", ""900 MHz"", ""1800 MHz"", ""2.1 GHz"", ""2.6 GHz"", ""3.4-3.8 GHz""]","[""Europa"", ""Suiza"", ""Hungría"", ""Italia"", ""Francia"", ""Alemania"", ""Finlandia"", ""España"", ""Países Bajos"", ""Suecia"", ""Reino Unido"", ""Austria"", ""Bélgica"", ""República Checa"", ""Dinamarca"", ""Grecia"", ""Irlanda"", ""Polonia"", ""Portugal"", ""Rumanía"", ""Eslovaquia"", ""Eslovenia"", ""Åland""]","[""Cullen International"", ""Unión Europea"", ""Comisión Europea"", ""RÚ""]","[""Reguladores del espectro"", ""Operadores móviles"", ""Fabricantes"", ""Usuarios de micrófonos inalámbricos"", ""Redes de TV por cable"", ""Actores verticales""]","[""Asignación de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: GSM, UMTS, LTE, WiMAX; bandas: 800 MHz, 900 MHz, 1800 MHz, 2.1 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque proporciona un análisis detallado de las mejores prácticas y desafíos en la gestión y licenciamiento de bandas móviles tradicionales en Europa. Aborda temas cruciales como la eficiencia del espectro, la fragmentación, la asignación de bloques, la neutralidad tecnológica y la evolución hacia 5G. La experiencia europea, incluyendo la implementación de licencias locales y la gestión de bandas clave, ofrece valiosas lecciones y referencias para la formulación de políticas regulatorias en Colombia, especialmente en la optimización del uso del espectro existente y la preparación para futuras tecnologías."
bcc6a23b4f53d2cc7137,CTSPEU20260003_Regulation_of_the_26_GHz_band_and_higher_bands.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Regulación de bandas milimétricas para 5G en Europa,"[""5G"", ""Redes móviles"", ""FWA"", ""Industry 4.0"", ""Campus solutions"", ""Wi-Fi"", ""SRD"", ""Fixed links"", ""Point-to-point"", ""Point-to-multipoint"", ""Radar"", ""Telemetry"", ""Servicios satelitales""]","[""26 GHz"", ""24.25–27.5 GHz"", ""700 MHz"", ""3.4–3.8 GHz"", ""40.5–43.5 GHz"", ""66–71 GHz"", ""57–71 GHz"", ""57–66 GHz"", ""60 GHz"", ""37–43.5 GHz"", ""45.5–47.0 GHz"", ""47.2–48.2 GHz"", ""37.5–40.5 GHz"", ""25.5–25.9 GHz"", ""26.5–27.5 GHz"", ""24.3–24.9 GHz"", ""25,081–25,445 MHz"", ""26,089–26,453 MHz"", ""24.65–27.5 GHz"", ""24.25–24.65 GHz"", ""57–59 GHz"", ""59–71 GHz"", ""25.1–27.5 GHz"", ""24.25–25.1 GHz"", ""24.65–25.25 GHz"", ""24.5–26.45 GHz"", ""24.5–26.5 GHz"", ""24.7–27.1 GHz"", ""24.3–24.7 GHz"", ""27.1–27.5 GHz""]","[""Europa"", ""Reino Unido"", ""Bulgaria"", ""Croacia"", ""Estonia"", ""Estados miembros de la UE"", ""Austria"", ""Bélgica"", ""República Checa"", ""Dinamarca"", ""Finlandia"", ""Francia"", ""Alemania"", ""Grecia"", ""Hungría"", ""Países africanos"", ""América"", ""Australia"", ""India"", ""Japón"", ""Corea del Sur"", ""Letonia"", ""Lituania"", ""Eslovenia"", ""Suecia""]","[""Cullen International"", ""Radio Spectrum Policy Group (RSPG)"", ""Comisión Europea"", ""CEPT"", ""BIPT"", ""CTU"", ""Traficom"", ""ARCEP"", ""BNetzA"", ""NMHH"", ""O2+CETIN"", ""WIA+VanCo"", ""Antenna Hungária"", ""WRC-19"", ""WRC-23""]","[""Reguladores"", ""Operadores móviles"", ""Organismos internacionales"", ""Industria satelital"", ""Usuarios existentes"", ""Mercado"", ""Militares"", ""Empresas B2B"", ""Fabricantes""]","[""Asignación de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, Redes móviles, FWA, Industry 4.0; bandas: 26 GHz, 24.25–27.5 GHz, 700 MHz, 3.4–3.8 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque proporciona un análisis detallado de la gestión y regulación de bandas milimétricas (26 GHz y superiores) para 5G en Europa, incluyendo tendencias de licenciamiento (nacional, local, experimental), demanda de mercado, armonización internacional y el rol de organismos como RSPG, CEPT y WRC. Ofrece información crucial sobre la identificación de espectro, coexistencia de servicios y el desarrollo de nuevas tecnologías inalámbricas, lo cual es fundamental para la planificación estratégica del espectro en Colombia."
ded2b2538d6b65a54781,CTSPEU20260004_Regulation_of_the_23_GHz_band.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Regulación y uso de la banda de 2.3 GHz en Europa,"[""LTE"", ""5G"", ""Banda ancha móvil"", ""Redes privadas"", ""Cámaras inalámbricas"", ""Enlaces de video"", ""Comunicaciones de drones"", ""Radioaficionados"", ""PMSE"", ""SAP/SAB"", ""ISM"", ""RFID"", ""AVI"", ""PPDR"", ""Telemetría"", ""MMDS""]","[""2.3 GHz"", ""2.6 GHz""]","[""Europa"", ""Australia"", ""Brasil"", ""Indonesia"", ""Nueva Zelanda"", ""Reino Unido"", ""Dinamarca"", ""Suecia"", ""Eslovenia"", ""Irlanda"", ""Estonia"", ""Letonia"", ""Lituania"", ""Austria"", ""Italia"", ""Finlandia"", ""España"", ""Hungría"", ""Polonia"", ""Bélgica"", ""República Checa"", ""Francia"", ""Alemania"", ""Grecia"", ""Países Bajos"", ""Portugal"", ""Rumanía"", ""Eslovaquia"", ""Suiza""]","[""CEPT"", ""Comisión Europea"", ""Radio Spectrum Committee"", ""Cullen International"", ""TKK"", ""ARCEP"", ""Ministerio de Defensa"", ""NMHH"", ""ComReg"", ""Eir"", ""Imagine"", ""BCP IV Telecommunications OPCO Limited"", ""Ministerio"", ""ANACOM"", ""AKOS"", ""T-2"", ""Telemach Slovenija"", ""CNMC"", ""Iberdrola"", ""Traficom"", ""BAKOM"", ""O2"", ""TDC""]","[""Reguladores nacionales"", ""Operadores móviles"", ""Militares"", ""Radiodifusores"", ""Industria (servicios públicos, ISM)"", ""Comunidad de radioaficionados"", ""Organismos internacionales""]","[""Subasta"", ""Compartición de espectro"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: LTE, 5G, Banda ancha móvil, Redes privadas; bandas: 2.3 GHz, 2.6 GHz.",10,Alta,3,13,"Este reporte ofrece una visión detallada del panorama regulatorio, usos actuales y planes futuros para la banda de 2.3 GHz, incluyendo modelos de compartición de espectro (LSA) y redes privadas. Proporciona información valiosa sobre tendencias internacionales, desafíos en la liberación de espectro y diferentes enfoques de asignación (subastas, licencias locales). Esta información es crucial para las decisiones estratégicas de la ANE en cuanto a la asignación de espectro, uso eficiente y marcos regulatorios para nuevas tecnologías y servicios en bandas similares para 2027-2028."
33ab622a36126e3496b9,CTSPEU20260005_Regulation_of_the_14271517_MHz_band.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Regulación y uso de la banda 1427-1517 MHz para Supplemental Downlink (SDL) en Europa,"[""LTE"", ""5G"", ""Carrier aggregation"", ""Frequency-division duplex (FDD)"", ""Time-division duplex (TDD)"", ""Supplemental Downlink (SDL)"", ""Terrestrial digital audio broadcasting (T-DAB)"", ""IMT"", ""Spectrum sharing""]","[""1427–1517 MHz"", ""1452–1492 MHz"", ""1427–1452 MHz"", ""1492–1517 MHz"", ""1492–1518 MHz"", ""VHF"", ""6 GHz""]","[""EU"", ""Europa"", ""Austria"", ""Bélgica"", ""Dinamarca"", ""Eslovaquia"", ""Eslovenia"", ""Suiza"", ""Alemania"", ""Italia"", ""Países Bajos"", ""Rumanía"", ""Reino Unido"", ""Suecia"", ""República Checa"", ""Finlandia"", ""Francia"", ""Grecia"", ""Hungría"", ""Irlanda"", ""Polonia"", ""Portugal"", ""España"", ""Ucrania""]","[""Cullen International"", ""European Commission"", ""World Radiocommunication Conference (WRC-15)"", ""ITU"", ""CEPT"", ""CTU"", ""ARCEP"", ""BNetzA"", ""NMHH"", ""ComReg"", ""AGCOM"", ""MIMIT"", ""Ministry of Defence"", ""ANACOM"", ""RÚ"", ""PTS"", ""Ofcom"", ""Qualcomm"", ""Three"", ""Vodafone"", ""VodafoneThree""]","[""Reguladores nacionales"", ""Operadores móviles"", ""Organismos internacionales"", ""Comisión Europea"", ""Industria de radiodifusión"", ""Militares"", ""Fabricantes""]","[""Asignación de espectro"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: LTE, 5G, Carrier aggregation, Frequency-division duplex (FDD); bandas: 1427–1517 MHz, 1452–1492 MHz, 1427–1452 MHz, 1492–1517 MHz.",10,Alta,3,13,"Este documento es altamente relevante ya que proporciona un estudio de caso detallado sobre la armonización y el despliegue de una banda de frecuencia específica (1427-1517 MHz) para comunicaciones móviles, específicamente Supplemental Downlink (SDL) en redes 5G. Ilustra los desafíos en la liberación del espectro, la coexistencia con servicios heredados (militares, radioastronomía, enlaces fijos), las diversas estrategias de implementación nacional y el papel de los organismos internacionales (WRC, CE, CEPT) en la gestión del espectro. Esta información es crucial para que la ANE comprenda las tendencias internacionales, las mejores prácticas regulatorias y los posibles problemas al planificar futuras asignaciones de espectro y marcos regulatorios para nuevas tecnologías y el uso eficiente del espectro en Colombia para 2027-2028."
6cba4e1f6fe2a24a18c1,CTSPEU20260006_Regulation_of_the_700_MHz_band.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Regulación y asignación de la banda de 700 MHz para 5G en Europa,"[""5G"", ""Banda ancha inalámbrica"", ""M2M"", ""PPDR"", ""Redes móviles"", ""4G""]","[""700 MHz"", ""3.4–3.8 GHz"", ""26 GHz"", ""703–733 MHz"", ""758–788 MHz"", ""694–703 MHz"", ""733–758 MHz"", ""698–703 MHz"", ""753–758 MHz"", ""733–736 MHz"", ""788–791 MHz"", ""738–758 MHz"", ""614–698 MHz"", ""736–753 MHz"", ""694–698 MHz"", ""736–738 MHz"", ""743–758 MHz""]","[""Europa"", ""Estados miembros de la UE"", ""Malta"", ""Hungría"", ""Suecia"", ""Portugal"", ""Rumanía"", ""España"", ""Bélgica"", ""Francia"", ""Eslovenia"", ""Austria"", ""República Checa"", ""Dinamarca"", ""Finlandia"", ""Alemania"", ""Grecia"", ""Irlanda"", ""Italia"", ""Países Bajos"", ""Polonia"", ""Eslovaquia""]","[""European Parliament"", ""Council (EU)"", ""European Commission"", ""Cullen International"", ""ASTRID"", ""BIPT"", ""ARCEP"", ""RRF"", ""Bouygues Telecom"", ""Orange"", ""Free Mobile"", ""SFR"", ""NMHH"", ""ComReg"", ""ANACOM""]","[""Reguladores"", ""Operadores móviles"", ""Entidades de radiodifusión"", ""Operadores de servicios PPDR"", ""Industria PMSE"", ""Militares""]","[""Asignación de espectro"", ""Condiciones técnicas"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, Banda ancha inalámbrica, M2M, PPDR; bandas: 700 MHz, 3.4–3.8 GHz, 26 GHz, 703–733 MHz.",10,Alta,3,13,"Este documento proporciona una visión detallada del marco regulatorio, el estado de asignación y los desafíos en el despliegue de la banda de 700 MHz para 5G y otros servicios críticos (PPDR, M2M) en países europeos. Ofrece información valiosa sobre la armonización del espectro, las variaciones en la implementación nacional y el uso de sub-bandas específicas (p. ej., SDL, PPDR, M2M, PMSE). Esta información es crucial para que la ANE comprenda las mejores prácticas internacionales, los posibles problemas y los diversos enfoques de la gestión del espectro para los servicios móviles de próxima generación, informando las decisiones para la agenda 2027-2028."
15a8878add81b46de600,CTSPEU20260007_LTE_and_5G_in_the_410430_MHz_and_450470_MHz_bands.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Disponibilidad y uso de LTE y 5G en bandas de baja frecuencia (410-430 MHz y 450-470 MHz) en Europa,"[""LTE"", ""5G"", ""3GPP"", ""4G"", ""CDMA"", ""TETRA"", ""PMR"", ""PAMR"", ""M2M"", ""Redes privadas""]","[""410–430 MHz"", ""450–470 MHz"", ""380–470 MHz"", ""452.5–457.5 MHz"", ""462.5–467.5 MHz"", ""451–456 MHz"", ""461–466 MHz"", ""450–455 MHz"", ""460–465 MHz"", ""410–415 MHz"", ""420–425 MHz"", ""412–417 MHz"", ""422–427 MHz""]","[""Europa"", ""Austria"", ""Bélgica"", ""República Checa"", ""Dinamarca"", ""Finlandia"", ""Francia"", ""Alemania"", ""Grecia"", ""Hungría"", ""Irlanda"", ""Italia"", ""Letonia"", ""Países Bajos"", ""Noruega"", ""Polonia"", ""Portugal"", ""Rumanía"", ""Eslovaquia"", ""Eslovenia"", ""España"", ""Suecia"", ""Suiza"", ""Reino Unido"", ""Åland""]","[""Cullen International"", ""3GPP"", ""CEPT"", ""ECC"", ""Schrack"", ""Kapsch"", ""ArgoNET"", ""CTU"", ""O2"", ""EuroTel"", ""Cibicom Mobility"", ""Net1"", ""ENS"", ""Elisa"", ""Ålands Telekommunikation"", ""ARCEP"", ""BNetzA"", ""450connect"", ""OTE"", ""MVM Net"", ""ComReg"", ""ESB Networks DAC"", ""Sigma Wireless Communications"", ""Nokia"", ""Utility Connect"", ""Polkomtel"", ""Nordisk"", ""UKE"", ""PGE Systemy"", ""Polish Energy Group"", ""RÚ"", ""450 MHz Alliance"", ""Ofcom""]","[""Reguladores nacionales"", ""Operadores móviles"", ""Fabricantes de equipos"", ""Organismos de estandarización"", ""Organismos internacionales"", ""Empresas de servicios públicos/utilities"", ""Servicios de protección pública y socorro en casos de desastre (PPDR)"", ""Industria de comunicaciones críticas"", ""Usuarios especializados""]","[""Asignación de espectro"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: LTE, 5G, 3GPP, 4G; bandas: 410–430 MHz, 450–470 MHz, 380–470 MHz, 452.5–457.5 MHz.",10,Alta,3,13,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque aborda la gestión del espectro en bandas bajas, el uso eficiente para comunicaciones críticas y redes privadas (verticales), y la implementación de nuevas tecnologías como LTE y 5G en contextos específicos. Proporciona un benchmark de las decisiones regulatorias y de licenciamiento en Europa, ofreciendo insights sobre modelos de asignación, casos de éxito y desafíos que pueden informar la formulación de políticas y regulaciones para el espectro en Colombia, especialmente en lo referente a la optimización de bandas sub-GHz para servicios especializados y la conectividad de sectores estratégicos."
8f71d669ab030ed13a9b,CTSPEU20260008_Refarming_the_3438_GHz_band_for_5G.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Reorganización y asignación de la banda 3.4-3.8 GHz para 5G en Europa.,"[""5G"", ""Redes privadas"", ""FWA"", ""Radars"", ""Amateur radio"", ""Satélites""]","[""3.4-3.8 GHz"", ""3.5 GHz"", ""700 MHz"", ""26 GHz"", ""3.7-3.8 GHz""]","[""Europa"", ""Austria"", ""Bélgica"", ""República Checa"", ""Dinamarca"", ""Finlandia"", ""Francia"", ""Alemania"", ""Grecia"", ""Hungría"", ""Irlanda"", ""Italia"", ""Países Bajos"", ""Polonia"", ""Portugal"", ""Rumanía"", ""Eslovaquia"", ""Eslovenia"", ""Reino Unido"", ""España"", ""Suecia"", ""Suiza""]","[""1&1"", ""3"", ""A1"", ""AGCOM"", ""ANACOM"", ""ARCEP"", ""Ålcom"", ""BASE"", ""BIPT"", ""BNetzA"", ""Bouygues Telecom"", ""Comisión Europea"", ""ComReg"", ""Cosmote"", ""Cullen International"", ""Dense Air"", ""DIGI"", ""DNA"", ""Drei"", ""eir"", ""Elisa"", ""Fastweb"", ""Free Mobile"", ""Holding Graz"", ""Iliad"", ""Imagine"", ""Incrate"", ""KPN"", ""Liwest"", ""Magenta"", ""Magyar Telekom"", ""MEO"", ""Network Research Belgium"", ""Nordic Telecom 5G"", ""NOS"", ""Nova"", ""O2"", ""O2 Slovakia"", ""Odido"", ""One"", ""Orange"", ""Orange Slovakia"", ""Poda"", ""Play"", ""Plus"", ""Proximus"", ""Rural Connect"", ""Salzburg AG"", ""SFR"", ""Slovak Telekom"", ""Spusu"", ""Swan"", ""T-2"", ""TDC"", ""Telekom"", ""Telemach"", ""Telenor"", ""Telia Finland"", ""Three"", ""TIM"", ""TT-Netværket"", ""Vodafone"", ""Vodafone Ziggo"", ""Wind Tre"", ""Yettel HU""]","[""Reguladores"", ""Operadores móviles"", ""Proveedores de banda ancha inalámbrica"", ""Proveedores regionales de banda ancha inalámbrica"", ""Nuevos entrantes"", ""Industria satelital"", ""Industria vertical""]","[""Subasta"", ""Refarming"", ""Asignación de espectro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, Redes privadas, FWA, Radars; bandas: 3.4-3.8 GHz, 3.5 GHz, 700 MHz, 26 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque proporciona un análisis detallado de las estrategias de gestión y asignación de espectro para 5G en la banda de 3.4-3.8 GHz en Europa. Ofrece información valiosa sobre las decisiones regulatorias, los resultados de las subastas, la disponibilidad de espectro para redes privadas y la armonización técnica. Estos datos son cruciales para informar las futuras decisiones de ANE sobre la planificación del espectro, la promoción de nuevas tecnologías y la formulación de políticas regulatorias en Colombia, especialmente en bandas medias clave para 5G."
